"shot_id","episode","scene_num","shot_number","duration","shot_type","camera_angle","camera_movement","lens","focus","key_light","lighting_style","color_temp","light_direction","shadows","framing","depth","headroom","lead_room","character","emotion","action","eyeline","blocking","location","time_of_day","weather","props","costume","color_palette","dialogue","sfx","music","ambience","transition_in","transition_out","pacing","beat","phase","prompt_style","prompt_camera","prompt_mood","prompt_lighting","reference"
"E020_S016","20","2","16","3.4","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","Low-key","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子","決絕","按刀","Down","Cross","胡同磨刀攤","日間","雪天","菜刀","破舊棉襖","白灰血紅","","鑼鼓聲","","嘈雜","Cut","Cut","Medium","Build","承","Film-grain","els shot, low-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S017","20","3","17","3.5","OTS","Low-angle","Tilt-up","Normal 35mm","Shallow","Natural","Low-key","Neutral-5600K","Back","Soft","Golden-ratio","BG-focus","Normal","Lead-right","小豆子娘","恐懼","顫抖","Off-screen-L","Enter-L","關家堂屋","黃昏","室內","祖師爺牌位","長袍","暗褐暖光","","環境音","","空曠","Dissolve","Cut","Medium","Build","承","Film-grain","ots shot, low-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S018","20","3","18","3.6","POV","Low-angle","Tilt-down","Normal 50mm","Shallow","Natural","Low-key","Neutral-5600K","Top","Soft","Symmetry","BG-focus","Normal","Lead-right","小豆子娘","懇求","跪地","Camera","Exit-L","關家堂屋","黃昏","室內","契約","旗袍","暗褐暖光","","風聲","","空曠","Fade-in","Cut","Medium","Build","承","Film-grain","pov shot, low-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S019","20","3","19","3.3","2Shot","Low-angle","Dolly-in","Normal 50mm","Shallow","Natural","Low-key","Neutral-5600K","Bottom","Soft","Dynamic","BG-focus","Normal","Lead-right","小豆子娘","恐懼","檢查","Off-screen-L","Enter-L","關家堂屋","黃昏","室內","茶碗","破襖","暗褐暖光","","呼吸聲","","空曠","Fade-out","Cut","Medium","Build","承","Film-grain","2shot shot, low-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S020","20","3","20","3.2","ECU","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","Low-key","Cool-7000K","3-point","None","Rule-of-thirds","BG-focus","Loose","Center","小豆子","懇求","跪地","Off-screen-R","Turn","關家堂屋","黃昏","室內","祖師爺牌位","破襖","暗褐暖光","救他一命了","環境音","悲傷二胡","迴響","Wipe","Cut","Medium","Build","承","Film-grain","ecu shot, low-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S021","20","3","21","3.5","CU","Dutch","Truck-L","Normal 50mm","Rack-focus","Natural","Low-key","Cool-7000K","Front","None","Center","BG-focus","Loose","Center","小豆子","堅持","互助","Off-screen-L","Static","練功房","各時段","室內","水袖","練功服","青灰木色","","人群嘈雜","","嘈雜","Match-cut","Cut","Fast","Tension","承","Film-grain","cu shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S022","20","3","22","3.6","MCU","Dutch","Truck-R","Normal 50mm","Rack-focus","Natural","Low-key","Cool-7000K","Side-L","None","Golden-ratio","BG-focus","Loose","Center","小豆子","友愛","唱腔","Camera","Enter-L","練功房","各時段","室內","水袖","練功服","青灰木色","","","","迴響","J-cut","Cut","Fast","Tension","承","Film-grain","mcu shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S023","20","3","23","2.1","MS","Dutch","Crane-up","Normal 50mm","Rack-focus","Natural","Low-key","Cool-7000K","Side-R","None","Symmetry","BG-focus","Loose","Center","小豆子","堅持","壓腿","Up","Enter-L","練功房","各時段","室內","翎子","練功服","青灰木色","","環境音","","空曠","L-cut","Cut","Fast","Tension","承","Film-grain","ms shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S024","20","3","24","3.0","MLS","Dutch","Crane-down","Tele 85mm","Rack-focus","Practical","Low-key","Cool-7000K","Back","None","Dynamic","Deep-all","Loose","Center","小豆子","痛苦","唱腔","Off-screen-L","Enter-R","練功房","各時段","室內","水袖","練功服","青灰木色","","腳步聲","","空曠","Cut","Cut","Fast","Tension","承","Film-grain","mls shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S025","20","4","25","2.4","LS","Dutch","Handheld","Tele 85mm","Rack-focus","Practical","Low-key","Cool-7000K","Top","None","Rule-of-thirds","Deep-all","Loose","Center","段小樓","入戲","舞劍","Camera","Exit-L","戲園子","夜間","室內","胡琴","霸王戲服","濃艷戲彩","力拔山兮氣蓋世","風聲","","迴響","Dissolve","Cut","Fast","Tension","承","Film-grain","ls shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S026","20","4","26","4.0","ELS","Dutch","Steadicam","Tele 85mm","Rack-focus","Practical","Low-key","Cool-7000K","Bottom","None","Center","Deep-all","Loose","Center","觀眾","霸氣","亮相","Up","Turn","戲園子","夜間","室內","胡琴","虞姬戲服","濃艷戲彩","","風聲","","空曠","Fade-in","Cut","Fast","Tension","承","Film-grain","els shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S027","20","4","27","2.7","OTS","Dutch","Drone","Tele 85mm","Rack-focus","Practical","Low-key","Cool-7000K","3-point","None","Golden-ratio","Deep-all","Loose","Center","程蝶衣","癡迷","舞劍","Camera","Exit-R","戲園子","夜間","室內","道具劍","霸王戲服","濃艷戲彩","","人群嘈雜","","迴響","Fade-out","Cut","Fast","Tension","承","Film-grain","ots shot, dutch","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S028","20","4","28","2.9","POV","Bird-eye","Static","Tele 85mm","Rack-focus","Practical","Low-key","Cool-7000K","Front","None","Symmetry","Deep-all","Loose","Center","程蝶衣","癡迷","對唱","Off-screen-L","Exit-L","戲園子","夜間","室內","戲服","虞姬戲服","濃艷戲彩","","人群嘈雜","","空曠","Wipe","Cut","Fast","Tension","承","Film-grain","pov shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S029","20","4","29","3.9","2Shot","Bird-eye","Pan-L","Tele 85mm","Rack-focus","Practical","Low-key","Cool-7000K","Side-L","None","Dynamic","Deep-all","Loose","Center","段小樓","深情","對話","Off-screen-R","Cross","後台化妝間","夜間","室內","頭面","戲服/便裝","暗紅暖光","","呼吸聲","","嘈雜","Match-cut","Cut","Fast","Tension","承","Film-grain","2shot shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S030","20","4","30","3.0","ECU","Bird-eye","Pan-R","Tele 135mm","Split-diopter","Practical","Low-key","Mixed","Side-R","Dramatic","Rule-of-thirds","Deep-all","Cropped","Off-frame","段小樓","糾結","化妝","Off-screen-R","Enter-R","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","師哥","呼吸聲","寂靜","迴響","J-cut","Cut","Fast","Tension","承","Film-grain","ecu shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S031","20","4","31","2.6","CU","Bird-eye","Tilt-up","Tele 135mm","Split-diopter","Practical","Low-key","Mixed","Back","Dramatic","Center","Deep-all","Cropped","Off-frame","程蝶衣","深情","化妝","Camera","Enter-R","後台化妝間","夜間","室內","頭面","戲服/便裝","暗紅暖光","","鑼鼓聲","","安靜","L-cut","Cut","Fast","Climax","承","Film-grain","cu shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S032","20","4","32","2.6","MCU","Bird-eye","Tilt-down","Tele 135mm","Split-diopter","Mixed","Low-key","Mixed","Top","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","糾結","對話","Camera","Exit-R","後台化妝間","夜間","室內","化妝鏡","戲服/便裝","暗紅暖光","","風聲","","空曠","Cut","Cut","Fast","Climax","承","Film-grain","mcu shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S033","20","5","33","2.5","MS","Bird-eye","Dolly-in","Tele 135mm","Split-diopter","Mixed","Low-key","Mixed","Bottom","Dramatic","Symmetry","Layered","Cropped","Off-frame","程蝶衣","掙扎","流淚","Off-screen-L","Cross","各場景","各時段","各天氣","各種","各式","高對比","","腳步聲","","空曠","Dissolve","Cut","Fast","Climax","承","Film-grain","ms shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S034","20","5","34","2.3","MLS","Bird-eye","Dolly-out","Tele 135mm","Split-diopter","Mixed","Low-key","Mixed","3-point","Dramatic","Dynamic","Layered","Cropped","Off-frame","菊仙","掙扎","摔門","Up","Cross","各場景","各時段","各天氣","各種","各式","高對比","","風聲","","壓抑","Fade-in","Cut","Fast","Climax","承","Film-grain","mls shot, bird-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S035","20","5","35","2.9","LS","Worm-eye","Truck-L","Tele 135mm","Split-diopter","Mixed","Low-key","Mixed","Front","Dramatic","Rule-of-thirds","Layered","Cropped","Off-frame","程蝶衣","絕望","爭吵","Off-screen-R","Exit-R","各場景","各時段","各天氣","各種","各式","高對比","我沒變","鑼鼓聲","","壓抑","Fade-out","Cut","Fast","Climax","承","Film-grain","ls shot, worm-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S036","20","5","36","2.1","ELS","Worm-eye","Truck-R","Wide 16mm","Split-diopter","Mixed","Low-key","Mixed","Side-L","Dramatic","Center","Layered","Cropped","Off-frame","菊仙","掙扎","爭吵","Off-screen-L","Enter-R","各場景","各時段","各天氣","各種","各式","高對比","","腳步聲","","安靜","Wipe","Cut","Fast","Climax","承","Film-grain","els shot, worm-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S037","20","5","37","3.2","OTS","Worm-eye","Crane-up","Wide 16mm","Split-diopter","Mixed","Low-key","Mixed","Side-R","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","段小樓","覺醒","轉變","Down","Cross","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","風聲","","嘈雜","Match-cut","Cut","Fast","Climax","承","Film-grain","ots shot, worm-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S038","20","5","38","2.1","POV","Worm-eye","Crane-down","Wide 16mm","Split-diopter","Mixed","Low-key","Mixed","Back","Dramatic","Symmetry","Layered","Cropped","Off-frame","段小樓","崩潰","關鍵動作","Up","Exit-L","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","風聲","","嘈雜","J-cut","Cut","Slow","Release","承","Film-grain","pov shot, worm-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S039","20","5","39","3.0","2Shot","Worm-eye","Handheld","Wide 16mm","Split-diopter","Mixed","Low-key","Mixed","Top","Dramatic","Dynamic","Layered","Cropped","Off-frame","程蝶衣","崩潰","轉變","Off-screen-L","Turn","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","腳步聲","","迴響","L-cut","Cut","Slow","Release","承","Film-grain","2shot shot, worm-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E020_S040","20","5","40","3.0","ECU","Worm-eye","Steadicam","Wide 16mm","Deep","Hard-key","Low-key","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","程蝶衣","崩潰","轉變","Down","Exit-L","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","我本是男兒郎","環境音","悲傷二胡","嘈雜","Cut","Fade-out","Slow","Release","承","Film-grain","ecu shot, worm-eye","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S001","21","1","1","3.9","CU","Eye-level","Pan-L","Wide 16mm","Deep","Hard-key","Low-key","Warm-3200K","Side-L","Harsh","Center","FG-focus","Tight","Lead-left","管場人","滄桑","對話交談","Down","Enter-L","現代劇院","日間","室內","舞台","工作服","灰藍冷色","","腳步聲","","嘈雜","Fade-in","Cut","Slow","Setup","承","Film-grain","cu shot, eye-level","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S002","21","1","2","3.9","MCU","Eye-level","Pan-R","Wide 16mm","Deep","Hard-key","Low-key","Warm-3200K","Side-R","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","程蝶衣","懷舊","環顧四周","Up","Enter-R","現代劇院","日間","室內","京劇頭面","便裝","灰藍冷色","","衣物摩擦","","迴響","Fade-in","Cut","Slow","Setup","承","Film-grain","mcu shot, eye-level","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S003","21","1","3","3.7","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","Low-key","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","程蝶衣","滄桑","緩步走來","Off-screen-L","Enter-L","現代劇院","日間","室內","京劇頭面","便裝","灰藍冷色","","風聲","","嘈雜","Fade-out","Cut","Slow","Setup","承","Film-grain","ms shot, eye-level","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S004","21","1","4","3.9","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","Low-key","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","程蝶衣","滄桑","緩步走來","Off-screen-L","Exit-L","現代劇院","日間","室內","舞台","便裝","灰藍冷色","","呼吸聲","","壓抑","Wipe","Cut","Slow","Setup","承","Film-grain","mls shot, eye-level","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S005","21","1","5","3.3","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","Low-key","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","路人","畏怯","牽手走路","Up","Enter-L","北平廟會","日間","雪天","糖葫蘆","破舊棉襖","暖黃雜色","可想死我嘍","環境音","","迴響","Match-cut","Cut","Slow","Setup","承","Film-grain","ls shot, eye-level","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S006","21","1","6","3.1","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","Low-key","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子娘","市井","躲避搭訕","Off-screen-L","Enter-R","北平廟會","日間","雪天","攤販貨物","老式旗袍","暖黃雜色","","風聲","","空曠","J-cut","Cut","Medium","Build","承","Film-grain","els shot, eye-level","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S007","21","1","7","3.9","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","Low-key","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","商販","決絕","躲避搭訕","Off-screen-L","Enter-R","北平廟會","日間","雪天","年貨","老式旗袍","暖黃雜色","","呼吸聲","","迴響","L-cut","Cut","Medium","Build","承","Film-grain","ots shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S008","21","1","8","3.9","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","Low-key","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","路人","畏怯","牽手走路","Camera","Exit-R","北平廟會","日間","雪天","攤販貨物","老式旗袍","暖黃雜色","","","","安靜","Cut","Cut","Medium","Build","承","Film-grain","pov shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S009","21","2","9","3.8","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","Low-key","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","關師傅","麻木","哭泣","Camera","Static","關家科班","黃昏","陰冷","練功墊","破衣","土褐暗色","","衣物摩擦","","安靜","Dissolve","Cut","Medium","Build","承","Film-grain","2shot shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S010","21","2","10","3.9","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","Low-key","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小癩子","麻木","偷看","Off-screen-L","Static","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","打死我也不跑了","呼吸聲","悲傷二胡","安靜","Fade-in","Cut","Medium","Build","承","Film-grain","ecu shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S011","21","2","11","2.3","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","Low-key","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","小石頭","威嚴","耗頂","Camera","Turn","關家科班","黃昏","陰冷","練功墊","練功服","土褐暗色","","衣物摩擦","","迴響","Fade-out","Cut","Medium","Build","承","Film-grain","cu shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S012","21","2","12","2.8","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","Low-key","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","小癩子","麻木","哭泣","Off-screen-R","Enter-L","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","鑼鼓聲","","安靜","Wipe","Cut","Medium","Build","承","Film-grain","mcu shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S013","21","2","13","2.5","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","Low-key","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子","痛楚","擁抱","Up","Turn","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","","呼吸聲","","安靜","Match-cut","Cut","Medium","Build","承","Film-grain","ms shot, high-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
"E021_S014","21","2","14","2.3","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","Low-key","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子娘","茫然","擁抱","Off-screen-R","Cross","胡同磨刀攤","日間","雪天","毡帽","老式旗袍","白灰血紅","","環境音","","壓抑","J-cut","Cut","Medium","Build","承","Film-grain","mls shot, low-angle","Tense","low-key lighting","《霸王別姬》陳凱歌 1Mo"
